식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),알코올(g),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
P123-201020300-1367,맛있는 불닭철판 볶음밥_용기,P,가공식품,1,가공식품,23,즉석식품류,23201,밥류,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,187,,5.65,4.35,,31.30,0.33,,,,,,352,,,,,,,,,30.43,0.65,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,210g,230g,20040355580141,오뚜기냉동식품주식회사,해당없음,주식회사 오뚜기,N,,해당없음,2,수집,2022-12-29,2026-07-28 00:00:00
P123-216020200-0101,맛없없크림치킨&어니언,P,가공식품,1,가공식품,23,즉석식품류,23216,치킨,2300002,즉석섭취·편의식품류,230000202,즉석섭취식품,00,해당없음,100g,378,,11.57,26.49,,23.45,8.87,,,,,,557,,,,,,,,,31.33,4.74,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,343g,200804940611250,(주)비지에프푸드전북,해당없음,해당없음,N,,해당없음,2,수집,2025-04-09,2026-07-28 00:00:00
P113-201020100-0187,맛난 콩나물해장국스프,P,가공식품,1,가공식품,13,조미식품,13201,복합조미식품,1300002,소스류,130000201,복합조미식품,00,해당없음,100g,237,,23.00,5.00,,25.00,6.00,,,,,,1488,,,,,,,,,17.00,2.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,300g,2011016886471,복만네,해당없음,해당없음,N,,해당없음,2,수집,2024-12-20,2026-07-28 00:00:00
P117-501050100-1257,맘에든 순살 양념육(브라질산),P,가공식품,1,가공식품,17,식육가공품 및 포장육,17501,양념육,1700005,양념육류(축산물가공품),170000501,양념육,00,해당없음,100g,170,,20.00,6.00,,4.00,2.00,,,,,,130,,,,,,,,,70.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,1000g,202306750072,유한회사 맘에든,해당없음,해당없음,N,,해당없음,2,수집,2024-04-16,2026-07-28 00:00:00
P107-110011000-0072,맑은 해바라기유,P,가공식품,1,가공식품,07,식용유지류,07110,해바라기씨유,0700001,식물성유지류,070000110,해바라기유,00,해당없음,100g,5,,0.00,0.61,,0.00,0.00,,,,,,0,,,,,,,,,0.00,0.04,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,5g(ml),16500g,2024046630517,주)푸드드라이,해당없음,해당없음,N,,해당없음,2,수집,2025-05-20,2026-07-28 00:00:00
P101-404000400-0174,말차베이글,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01404,베이글,0100000,해당없음,010000004,빵류,00,해당없음,100g,305,,10.00,3.70,,58.00,13.00,,,,,,463,,,,,,,,,48.00,2.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,600g,20120275156208,(주)비씨2000,해당없음,해당없음,N,,해당없음,2,수집,2023-12-22,2026-07-28 00:00:00
P106-004000400-0191,말이 곤약,P,가공식품,1,가공식품,06,두부류 또는 묵류,06004,묵,0600000,해당없음,060000004,묵류,00,해당없음,100g,20,,0.00,0.00,,4.90,0.00,,,,,,0,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,80g,1200g,23CN4IS00D6,"SHANDONG MIN’AN FOOD CO.,LTD",혜성식품,해당없음,Y,156,중국,2,수집,2023-06-08,2026-07-28 00:00:00
P107-113011300-1864,만토바 엑스트라버진 올리브 오일 스프레이 200ml,P,가공식품,1,가공식품,07,식용유지류,07113,올리브유,0700001,식물성유지류,070000113,올리브유,00,해당없음,100ml,824,,0.00,91.50,,0.00,0.00,,,,,,0,,,,,,,,,0.00,13.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,5g(ml),200ml,19IT10300D0,COMPAGNIA ALIMENTARE ITALIANA S.P.A.,마루티앤씨(주),해당없음,Y,380,이탈리아,2,수집,2026-03-05,2026-07-28 00:00:00
P113-206020400-7424,만능소스,P,가공식품,1,가공식품,13,조미식품,13206,기타 소스류,1300002,소스류,130000204,소스,00,해당없음,100g,212,,5.90,2.20,,42.20,24.60,,,,,,1642,,,,,,,,,1.20,0.80,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,"드레싱 15g, 덮밥소스 165g",100g,2016039227899,속초명태촌,해당없음,해당없음,N,,해당없음,2,수집,2026-01-14,2026-07-28 00:00:00
P108-008000100-0004,마포생메밀맛국수,P,가공식품,1,가공식품,08,면류,08008,메밀국수/냉면국수,0800000,해당없음,080000001,생면,00,해당없음,100g,287,,8.40,1.80,,59.30,1.00,,,,,,292,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,"생·숙면 200g, 건면 100g, 당면 30g, 유탕면(봉지)120g, 유탕면(용기)80g",450g,201706352593,㈜마포식품,해당없음,해당없음,N,,해당없음,2,수집,2022-12-29,2026-07-28 00:00:00
P101-205000200-0280,마카롱모양젤리망고,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01205,젤리,0100000,해당없음,010000002,캔디류,00,해당없음,100g,339,,3.21,0.00,,78.57,67.86,,,,,,0,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,28g,2010021109665,다이식품,해당없음,해당없음,N,,해당없음,2,수집,2021-06-30,2026-07-28 00:00:00
P101-106000100-0626,마차프린스쌀과자(두유맛),P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01106,일반과자,0100000,해당없음,010000001,과자,00,해당없음,100g,588,,6.60,40.10,,50.10,10.00,,,,,,163,,,,,,,,,0.00,18.30,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,140g,2020_DNSP_01439,해당없음,"SAN SHU GONG FOOD CO., LTD.",해당없음,Y,158,대만,2,수집,2020-06-30,2026-07-28 00:00:00
P101-203000200-0282,마이츄밀크캔디수박향,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01203,사탕,0100000,해당없음,010000002,캔디류,00,해당없음,100g,420,,2.00,8.80,,83.20,35.00,,,,,,139,,,,,,,,,2.75,6.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,360g,2020_DNSP_01419,해당없음,"GUANGDONG HAOLIYUAN FOOD CO.,LTD.",해당없음,Y,156,중국,2,수집,2020-06-30,2026-07-28 00:00:00
P109-802080200-0352,마이그랑 딸기스무디,P,가공식품,1,가공식품,09,음료류,09802,농축음료/베이스,0900008,기타음료,090000802,음료베이스,00,해당없음,100g,223,,1.10,0.00,,54.00,53.00,,,,,,114,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150ml,100g,20090368428362,(주)스위트코리아,해당없음,해당없음,N,,해당없음,2,수집,2023-12-22,2026-07-28 00:00:00
P101-202000200-0142,마시멜로우 롤리팝 액션가면,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01202,마시멜로,0100000,해당없음,010000002,캔디류,00,해당없음,100g,357,,4.76,0.95,,83.33,73.81,,,,,,36,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,,22CN1S000D4,"HUBEI SWEET ELEMENT FOOD TECHNOLOGY CO., LTD",주식회사 에이트투인터네셔널,해당없음,Y,156,중국,2,수집,2023-12-31,2026-07-28 00:00:00
P101-205000200-0256,마스코바도생강젤리,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01205,젤리,0100000,해당없음,010000002,캔디류,00,해당없음,100g,417,,0.00,7.50,,83.33,16.67,,,,,,8,,,,,,,,,0.00,3.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,380g,2014035624116,달곰씨앤에프,해당없음,해당없음,N,,해당없음,2,수집,2021-06-30,2026-07-28 00:00:00
P117-800060000-1078,마마쿡 한우곰탕,P,가공식품,1,가공식품,17,식육가공품 및 포장육,17800,기타 식육가공품,1700006,식육추출가공품(축산물가공품),170000600,해당없음,00,해당없음,100g,22,,1.50,1.70,,0.00,0.00,,,,,,11,,,,,,,,,2.50,0.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,500g,20090448009327,(주)신성티엔에프,해당없음,해당없음,N,,해당없음,2,수집,2025-12-31,2026-07-28 00:00:00
P104-201070000-0373,마리브리자드 사탕수수 시럽,P,가공식품,1,가공식품,04,당류,04201,시럽,0400007,당류가공품,040000700,해당없음,00,해당없음,100ml,325,,0.50,0.50,,81.00,81.00,,,,,,50,,,,,,,,,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,700ml,23ESFP800D5,MARIE BRIZARD WINE & SPIRITS ESPANA S.A.,(주)아베,해당없음,Y,724,스페인,2,수집,2026-03-05,2026-07-28 00:00:00
P116-302030200-1287,마롱글라세 단밤,P,가공식품,1,가공식품,16,농산가공식품류,16302,견과류,1600003,땅콩 또는 견과류가공품류,160000302,땅콩 또는 견과류가공품,00,해당없음,100g,161,,2.00,1.00,,36.00,21.00,,,,,,10,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,60g,25CN3X000D0,"TANGSHAN HUARIMEI FOODS CO,.LTD",(주)훼밀리인터내셔날,해당없음,Y,156,중국,2,수집,2025-07-30,2026-07-28 00:00:00
P123-204020300-0582,마라볶음면,P,가공식품,1,가공식품,23,즉석식품류,23204,즉석 면요리,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,156,,2.65,5.30,,24.50,2.65,,,,,,391,,,,,,,,,0.00,0.99,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,302g,20060471148624,(주)우양,해당없음,해당없음,N,,해당없음,2,수집,2024-03-27,2026-07-28 00:00:00
P109-801080100-5989,마담주 단호박식혜,P,가공식품,1,가공식품,09,음료류,09801,액상음료,0900008,기타음료,090000801,혼합음료,00,해당없음,100ml,58,,0.31,0.06,,14.14,4.01,,,,,,0,,,,,,,,,0.00,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,1000ml,2017049700232,농업회사법인 하오마을 유한회사,해당없음,해당없음,N,,해당없음,2,수집,2026-03-16,2026-07-28 00:00:00
P123-213020200-0112,마늘떡갈비세트,P,가공식품,1,가공식품,23,즉석식품류,23213,도시락,2300002,즉석섭취·편의식품류,230000202,즉석섭취식품,00,해당없음,100g,131,,5.63,4.41,,17.19,5.94,,,,,,141,,,,,,,,,5.63,0.38,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,1식,320g,19880442004888,풀무원건강생활(주),해당없음,해당없음,N,,해당없음,2,수집,2020-06-30,2026-07-28 00:00:00
P112-010001000-0335,마 메이드 고추장,P,가공식품,1,가공식품,12,장류,12010,고추장,1200000,해당없음,120000010,고추장,00,해당없음,100g,215,,4.12,2.22,,44.67,22.19,,,,,,2503,,,,,,,,,0.00,0.26,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,100g,20070484339230,옹고집영농조합법인,해당없음,해당없음,N,,해당없음,2,수집,2024-12-16,2026-07-28 00:00:00
P109-202020000-0578,린저 골드클래식 커피믹스,P,가공식품,1,가공식품,09,음료류,09202,인스턴트커피,0900002,커피,090000200,해당없음,00,해당없음,100g,415,,2.83,6.99,,85.29,64.65,,,,,,18,,,,,,,,,0.00,6.93,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,1100g,199803643261217,(주)가배온,해당없음,해당없음,N,,해당없음,2,수집,2026-06-02,2026-07-28 00:00:00
P103-101020400-0058,리터요거트큐브,P,가공식품,1,가공식품,03,코코아가공품류 또는 초콜릿류,03101,초콜릿,0300002,초콜릿류,030000204,준초콜릿,00,해당없음,100g,590,,7.00,41.00,,48.00,48.00,,,,,,90,,,,,,,,,15.00,24.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,15g,7440g,2021_DNSP_00818,해당없음,ALFRED RITTER GMBH & CO KG,해당없음,Y,276,독일,2,수집,2021-06-30,2026-07-28 00:00:00
P101-409000400-5484,리코타 에 페레 케이크,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01409,케이크,0100000,해당없음,010000004,빵류,00,해당없음,100g,333,,4.00,13.00,,50.00,32.00,,,,,,60,,,,,,,,,110.00,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,1300g,23IT0Y500D4,SAL DE RISO COSTA D’AMALFI SRL,(주)이탈코,해당없음,Y,380,이탈리아,2,수집,2023-12-01,2026-07-28 00:00:00
P123-203020200-2322,리챔데리참치김밥,P,가공식품,1,가공식품,23,즉석식품류,23203,주먹밥/김밥/초밥,2300002,즉석섭취·편의식품류,230000202,즉석섭취식품,00,해당없음,100g,164,,5.22,6.09,,22.18,1.74,,,,,,417,,,,,,,,,10.00,1.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,210g,230g,200303641181719,(주)영진데리카후레쉬,해당없음,해당없음,N,,해당없음,2,수집,2025-04-18,2026-07-28 00:00:00
P103-102020500-0105,리얼크래커초코,P,가공식품,1,가공식품,03,코코아가공품류 또는 초콜릿류,03102,초콜릿과자,0300002,초콜릿류,030000205,초콜릿가공품,00,해당없음,100g,498,,8.33,22.92,,64.58,25.00,,,,,,396,,,,,,,,,0.63,10.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,96g,19830487051130,(주)오리온,해당없음,해당없음,N,,해당없음,2,수집,2021-06-30,2026-07-28 00:00:00
P101-405000400-0557,리얼레몬다쿠아즈,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01405,기타 빵,0100000,해당없음,010000004,빵류,00,해당없음,100g,363,,5.43,10.29,,62.29,51.14,,,,,,74,,,,,,,,,11.43,2.86,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,350g,2016027536845,플레이버랩(주),해당없음,해당없음,N,,해당없음,2,수집,2021-06-30,2026-07-28 00:00:00
P104-701070000-0836,리얼 밀크티라떼베이스,P,가공식품,1,가공식품,04,당류,04701,당류가공품,0400007,당류가공품,040000700,해당없음,00,해당없음,100g,244,,0.40,0.20,,60.20,44.00,,,,,,50,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,1000g,201003082571135,(주)아름터,해당없음,해당없음,N,,해당없음,2,수집,2025-03-06,2026-07-28 00:00:00
P108-001000300-0350,리만팜 수연소면,P,가공식품,1,가공식품,08,면류,08001,국수,0800000,해당없음,080000003,건면,00,해당없음,100g,350,,12.00,1.40,,73.00,3.00,,,,,,1070,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,"생·숙면 200g, 건면 100g, 당면 30g, 유탕면(봉지)120g, 유탕면(용기)80g",400g,2008044515360,(주)강식품,해당없음,해당없음,N,,해당없음,2,수집,2025-04-18,2026-07-28 00:00:00
P101-106000100-3490,르뱅 쑥,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01106,일반과자,0100000,해당없음,010000001,과자,00,해당없음,100g,449,,8.66,23.53,,51.99,25.45,,,,,,140,,,,,,,,,54.37,11.90,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,95g,202403901187,흠칫모먼트,해당없음,해당없음,N,,해당없음,2,수집,2024-10-04,2026-07-28 00:00:00
P101-415000400-1087,루키피자 치즈퐁당 우리쌀 씬피자 고르곤졸라,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01415,피자,0100000,해당없음,010000004,빵류,00,해당없음,100g,271,,17.51,10.02,,27.77,3.34,,,,,,497,,,,,,,,,33.74,4.17,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150g,60g,2025028372542,주식회사 지지에프,해당없음,해당없음,N,,해당없음,2,수집,2025-11-04,2026-07-28 00:00:00
P105-001000100-1853,루루 골드키위 잼,P,가공식품,1,가공식품,05,잼류,05001,잼,0500000,해당없음,050000001,잼,00,해당없음,100g,246,,1.30,0.50,,59.00,50.20,,,,,,2,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,20g,100g,202507832914,루루,해당없음,해당없음,N,,해당없음,2,수집,2025-11-27,2026-07-28 00:00:00
P117-300030000-0009,롯데햄 스모크하우스베이컨,P,가공식품,1,가공식품,17,식육가공품 및 포장육,17300,베이컨,1700003,베이컨류(축산물가공품),170000300,해당없음,00,해당없음,100g,330,,13.00,30.00,,0.00,0.00,,,,,,810,,,,,,,,,80.00,11.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,120g,19940532001289,롯데웰푸드(주),해당없음,해당없음,N,,해당없음,2,수집,2024-06-26,2026-07-28 00:00:00
P120-401040000-1299,롤김,P,가공식품,1,가공식품,20,수산가공식품류,20401,김,2000004,가공김(조미김 또는 구운김),200000400,해당없음,00,해당없음,100g,360,,41.00,3.00,,43.00,1.00,,,,,,900,,,,,,,,,0.00,1.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,4g,100g,2022071240948,(주)해농해양캠퍼스,해당없음,해당없음,N,,해당없음,2,수집,2025-10-20,2026-07-28 00:00:00
P101-205000200-2352,로젠 크레이지비젤리,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01205,젤리,0100000,해당없음,010000002,캔디류,00,해당없음,100g,321,,0.00,0.20,,79.70,75.90,,,,,,46,,,,,,,,,0.00,0.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,,22UA00A00D0,S.C.CONFECTIONERY CORPORATION ROSHEN,(주)에코에프엔비,해당없음,Y,804,우크라이나,2,수집,2023-12-31,2026-07-28 00:00:00
